text,sentiment,timestamp,user,platform,hashtags,retweets,likes,country,year,month,day,hour,text_encoded,sentiment_encoded,timestamp_encoded,user_encoded,platform_encoded,hashtags_encoded,country_encoded
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ", Bitterness ,2020-04-05 16:20:00, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10.0,20.0, India ,2020,4,5,16,43,32,239,336,1,83,47
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ", Overwhelmed ,2021-11-29 08:45:00, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20.0,40.0, USA ,2021,11,29,8,225,208,336,615,0,529,101
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ", Jealous ,2019-12-12 17:00:00, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16.0,32.0, Australia ,2019,12,12,17,188,168,223,652,2,422,0
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ", Devastated ,2022-05-20 14:50:00, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25.0,50.0, Canada ,2022,5,20,14,74,79,370,236,1,217,18
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ", Frustrated ,2020-09-03 12:15:00, BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14.0,28.0, UK ,2020,9,3,12,150,121,266,67,0,322,88
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ", Envious ,2021-02-10 19:30:00, SuccessPill , Twitter , #Envious #BitterPill ,20.0,40.0, USA ,2021,2,10,19,116,103,291,590,2,269,101
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,2018-08-18 14:40:00, CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12.0,24.0, Australia ,2018,8,18,14,81,85,140,138,1,230,0
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ", Despair ,2022-02-28 21:00:00, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8.0,16.0, Canada ,2022,2,28,21,70,72,354,230,0,203,18
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ", Bitterness ,2019-10-15 10:30:00, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15.0,30.0, UK ,2019,10,15,10,44,32,203,295,2,84,88
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ", Loneliness ,2017-12-01 18:50:00, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18.0,36.0, USA ,2017,12,1,18,204,178,106,565,1,456,101
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ", Yearning ,2020-04-18 16:15:00, VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10.0,20.0, Australia ,2020,4,18,16,309,277,242,649,0,694,0
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ", Fearful ,2023-01-07 03:30:00, NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18.0,36.0, India ,2023,1,7,3,133,116,397,411,2,304,47
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ", Apprehensive ,2021-06-10 10:00:00, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14.0,28.0, Canada ,2021,6,10,10,28,21,310,664,1,45,18
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ", Overwhelmed ,2020-02-22 15:20:00, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22.0,44.0, USA ,2020,2,22,15,226,208,229,358,0,530,101
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ", Jealous ,2018-03-17 14:45:00, WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16.0,32.0, UK ,2018,3,17,14,186,168,114,678,2,420,88
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ", Devastated ,2022-10-28 11:15:00, RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25.0,50.0, Australia ,2022,10,28,11,76,79,391,504,1,216,0
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ", Frustrated ,2020-11-01 12:30:00, KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0, India ,2020,11,1,12,151,121,274,320,0,320,47
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ", Envious ,2021-01-15 22:10:00, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20.0,40.0, USA ,2021,1,15,22,115,103,289,184,2,270,101
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,2018-08-18 14:00:00, IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12.0,24.0, Australia ,2018,8,18,14,81,85,139,298,1,230,0
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,2022-01-07 11:10:00, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11,267,121,343,171,2,321,18
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,2019-09-19 03:30:00, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18.0,36.0, Australia ,2019,9,19,3,203,178,199,416,0,455,0
Awe-struck by the breathtaking sunrise over the mountains.      , Awe           ,2022-04-03 06:15:00, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28.0,55.0, USA               ,2022,4,3,6,371,27,360,402,1,61,113
Navigating through the challenges with determination.          , Determination ,2023-10-12 10:30:00, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15.0,30.0, Canada            ,2023,10,12,10,578,77,671,256,3,210,29
Nostalgia hits while flipping through an old photo album.     , Nostalgia      ,2019-06-28 19:00:00, MemoryLane     , Facebook , #Nostalgia #OldMemories                     ,22.0,45.0, UK                ,2019,6,28,19,579,200,188,366,0,506,99
Thrilled to witness the grandeur of a cultural festival.       , Thrill        ,2020-09-15 14:45:00, CultureEnthusiast , Instagram , #Thrill #CulturalCelebration              ,40.0,80.0, India              ,2020,9,15,14,680,264,269,135,1,666,57
Calmness found in the rhythm of raindrops on the windowpane.   , Calmness      ,2017-11-08 21:20:00, RainWatcher    , Twitter  , #Calmness #RainyDays                        ,18.0,35.0, Australia          ,2017,11,8,21,381,39,104,482,3,106,8
Overwhelmed by the support received during a personal challenge., Overwhelmed   ,2021-05-20 17:30:00, PersonalJourney , Facebook , #Overwhelmed #SupportiveCommunity          ,25.0,50.0, USA               ,2021,5,20,17,590,209,309,444,0,531,113
Excitement builds as the countdown to a long-awaited vacation begins. , Excitement ,2023-01-10 12:00:00, VacationDreamer , Instagram , #Excitement #VacationCountdown        ,30.0,60.0, France            ,2023,1,10,12,456,110,398,648,1,293,39
"Reflecting on life's journey, grateful for the lessons learned. ", Gratitude   ,2018-12-05 08:45:00, LifeLearner   , Twitter  , #Gratitude #LifeLessons                    ,35.0,70.0, Brazil            ,2018,12,5,8,613,130,155,333,3,347,15
Bittersweet emotions arise while bidding farewell to a dear friend. , Bittersweet ,2020-03-15 18:30:00, FarewellSender , Instagram , #Bittersweet #Farewell                     ,20.0,40.0, Japan             ,2020,3,15,18,377,33,234,208,1,88,67
Curiosity sparked by exploring a mysterious ancient ruin.      , Curiosity     ,2016-08-22 15:10:00, HistoryExplorer , Facebook , #Curiosity #AncientDiscovery          ,18.0,35.0, Greece            ,2016,8,22,15,410,67,52,282,0,175,46
Admiration for the intricate details of a handcrafted masterpiece. , Admiration    ,2019-08-20 16:00:00, CraftEnthusiast , Instagram , #Admiration #HandcraftedArt               ,25.0,50.0, USA               ,2019,8,20,16,325,5,193,126,1,13,113
Overjoyed by the warmth of a cozy fireplace on a winter evening.   , Overjoyed     ,2021-12-08 19:30:00, WinterLover     , Twitter  , #Overjoyed #WinterWarmth                  ,18.0,35.0, Canada            ,2021,12,8,19,589,207,341,667,3,527,29
Inspiration strikes while observing the colors of a vibrant sunset., Inspiration   ,2020-06-10 20:45:00, SunsetWatcher   , Instagram , #Inspiration #ColorfulSunset             ,30.0,60.0, UK                ,2020,6,10,20,549,162,251,596,1,406,99
Motivated to achieve fitness goals after an invigorating workout.  , Motivation    ,2022-02-28 07:15:00, FitnessJunkie   , Facebook , #Motivation #FitnessGoals                 ,40.0,80.0, Australia          ,2022,2,28,7,577,193,353,227,0,483,8
Gratitude for the simple joys found in a cup of morning coffee.    , Gratitude     ,2017-04-15 08:00:00, CoffeeLover     , Twitter  , #Gratitude #MorningCoffee                 ,22.0,45.0, India             ,2017,4,15,8,490,132,79,104,3,348,56
Feeling empowered after conquering a challenging hiking trail.     , Empowerment   ,2018-09-05 14:20:00, HikingExplorer  , Instagram , #Empowerment #HikingAdventure             ,35.0,70.0, USA               ,2018,9,5,14,482,95,145,278,1,250,113
Amused by the antics of playful kittens during playtime.           , Amusement     ,2022-10-22 12:45:00, KittyObserver   , Facebook , #Amusement #PlayfulKittens               ,15.0,30.0, Canada            ,2022,10,22,12,331,14,390,319,0,36,29
Contemplating life's mysteries under the starry night sky.         , Contemplation ,2016-07-02 23:30:00, Stargazer       , Twitter  , #Contemplation #StarryNight               ,28.0,55.0, UK                ,2016,7,2,23,400,55,48,580,3,148,99
Joyful reunion with long-lost friends after years of separation.   , JoyfulReunion ,2020-11-18 17:10:00, FriendshipRenewal , Instagram , #JoyfulReunion #Friendship               ,20.0,40.0, India             ,2020,11,18,17,562,175,278,239,1,436,56
Excitement builds while preparing for a surprise celebration.     , Excitement    ,2023-03-05 15:00:00, CelebrationPlanner , Facebook , #Excitement #SurpriseCelebration         ,30.0,60.0, Australia          ,2023,3,5,15,457,112,521,83,0,288,8
Satisfaction derived from successfully completing a DIY project.  , Satisfaction  ,2015-12-01 11:30:00, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25.0,50.0, USA               ,2015,12,1,11,623,242,31,143,3,593,113
Feeling blessed for the supportive community in times of need.    , Blessed       ,2021-09-10 09:45:00, CommunityHelper , Instagram , #Blessed #SupportiveCommunity            ,18.0,35.0, UK                ,2021,9,10,9,480,34,327,115,1,89,99
Captivated by the serenity of a tranquil garden in full bloom.     , Serenity      ,2018-05-12 14:20:00, GardenEnthusiast , Facebook , #Serenity #TranquilGarden                ,22.0,45.0, Canada            ,2018,5,12,14,384,245,119,248,0,616,29
Anticipation for an upcoming adventure in an exotic destination.   , Anticipation  ,2022-07-25 10:00:00, Wanderlust      , Twitter  , #Anticipation #AdventureAwaits           ,40.0,80.0, India             ,2022,7,25,10,332,17,382,656,3,39,56
Reflecting on personal growth achieved through life experiences.  , Reflection    ,2019-03-08 18:30:00, GrowthSeeker    , Instagram , #Reflection #PersonalGrowth              ,35.0,70.0, USA               ,2019,3,8,18,614,224,168,268,1,566,113
Nostalgic memories flood in while revisiting childhood favorites. , Nostalgia     ,2017-01-28 21:15:00, ChildhoodMemories , Facebook , #Nostalgia #ChildhoodFavorites           ,20.0,40.0, Australia          ,2017,1,28,21,581,199,71,93,0,500,8
Appreciation for the vibrant culture experienced during travel.   , Appreciation  ,2016-11-14 13:45:00, CultureExplorer , Twitter  , #Appreciation #CulturalExperience        ,28.0,55.0, UK                ,2016,11,14,13,333,20,60,136,3,43,99
Confidence soars after overcoming public speaking anxiety.       , Confidence    ,2020-04-02 17:30:00, PublicSpeaker   , Instagram , #Confidence #OvercomingAnxiety          ,15.0,30.0, USA               ,2020,4,2,17,398,49,238,471,1,136,113
Contentment in the midst of a family gathering filled with laughter. , Contentment   ,2023-01-15 19:00:00, FamilyCelebration , Facebook , #Contentment #FamilyLaughter             ,25.0,50.0, Canada            ,2023,1,15,19,402,57,404,199,0,149,29
Enthusiasm for learning new skills and expanding knowledge.      , Enthusiasm    ,2018-08-07 12:15:00, LifelongLearner , Twitter  , #Enthusiasm #SkillBuilding               ,30.0,60.0, India             ,2018,8,7,12,452,102,137,334,3,268,56
Surprise and delight at discovering a hidden gem in the city.    , Surprise      ,2019-10-18 16:45:00, CityExplorer    , Instagram , #Surprise #HiddenGem                      ,18.0,35.0, UK                ,2019,10,18,16,663,258,205,96,1,643,99
A sense of accomplishment after completing a challenging workout., Accomplishment ,2022-06-30 07:00:00, FitnessAchiever , Facebook , #Accomplishment #FitnessSuccess         ,22.0,45.0, Australia          ,2022,6,30,7,312,2,376,223,0,10,8
Wonderment at the beauty of a double rainbow after the rain.     , Wonderment    ,2017-06-12 18:20:00, RainbowChaser   , Twitter  , #Wonderment #DoubleRainbow               ,35.0,70.0, USA               ,2017,6,12,18,705,276,85,483,3,692,113
Optimism for a bright future amidst challenging times.           , Optimism      ,2021-07-05 09:30:00, FutureOptimist  , Instagram , #Optimism #BrightFuture                  ,20.0,40.0, Canada            ,2021,7,5,9,583,206,316,242,1,522,29
Pride in achieving a personal milestone in career progression.   , Pride         ,2016-04-15 14:50:00, CareerAchiever  , Facebook , #Pride #CareerMilestone                  ,28.0,55.0, UK                ,2016,4,15,14,603,219,42,77,0,546,99
Happiness blooms like flowers in a garden on a sunny day.        , Happiness     ,2020-02-10 11:15:00, SunnyDayEnthusiast , Twitter  , #Happiness #SunnyDay                      ,15.0,30.0, India             ,2020,2,10,11,492,138,228,591,3,372,56
Elation over discovering a rare book in a quaint bookstore.      , Elation       ,2018-09-22 16:30:00, Bookworm        , Instagram , #Elation #RareBookDiscovery              ,40.0,80.0, USA               ,2018,9,22,16,431,89,149,58,1,242,113
Curiosity piqued by the mysteries of an ancient archaeological site., Curiosity   ,2015-11-08 10:00:00, ArchaeologyEnthusiast , Facebook , #Curiosity #AncientMysteries            ,18.0,35.0, Australia          ,2015,11,8,10,409,66,28,17,0,177,8
Mesmerized by the cosmic dance of fireflies on a moonlit night.    , Enchantment   ,2022-08-10 22:00:00, NightSkyObserver , Instagram , #Enchantment #CosmicFireflies             ,25.0,50.0, Brazil           ,2022,8,10,22,574,97,385,414,1,255,14
Intrigued by the symphony of colors in an abstract art exhibition. , Intrigue      ,2019-04-05 17:30:00, ArtConnoisseur  , Twitter  , #Intrigue #AbstractArt                   ,18.0,35.0, France           ,2019,4,5,17,551,166,173,21,3,417,38
Giggles and joy echo in the air during a children's playdate.      , PlayfulJoy    ,2020-12-15 15:45:00, PlayfulParent   , Facebook , #PlayfulJoy #ChildrensPlaydate           ,22.0,45.0, Japan            ,2020,12,15,15,486,212,284,457,0,541,66
